edad,ingreso_mensual,talla_cm,peso_kg,temperatura_c,frecuencia_cardiaca,sensor_defectuoso,ciudad_Guadalajara,ciudad_Monterrey,ciudad_Puebla,ciudad_Toluca,tipo_servicio_estandar,tipo_servicio_premium,nivel_bajo,nivel_medio
-1.4,1.3477301872274943,-0.05768494100175715,-0.021755905730695503,0.6259350999830934,0.3599963444028041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.512848171075207,-1.291031606894585,-1.2425953967372645,-1.383744777246723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-1.302590407796871,-0.4197112225458316,-0.23247323479687595,-1.240582722672692,-0.5297030825351121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4780713003334188,1.8881795177359781,0.9990705671063627,0.4472623218988092,-0.22079402895457004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.32612388522505525,-0.40746012530253656,-2.0823199677361317,-0.6823802356478023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.7,2.491408053347012,0.0,0.07514845079138317,-1.1480340590410492,-1.1098836201222095,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8,0.02390356501667094,0.3872281660615854,0.5845962195559122,0.0,1.435566860760133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.8,1.475865606565786,-0.12866658612633539,0.684260896158974,-0.4526293192914346,-0.15581548188265792,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2,0.0,-1.1083457406979909,-0.8350004263207463,0.42510194659960376,-1.1116046333511813,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.5,-0.5744036932546807,0.038594284589641356,0.14486691598853457,-0.1198453411652581,0.5736036923360014,0.951211003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4,0.0,0.4144892361967358,-0.49990508333174777,-2.352392952192136,0.0,-0.935204937,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,2.468325211592716,-0.3755702528158468,1.0155036794528067,0.16016479255030366,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3,0.8267760964349833,1.2309743002575302,-0.44440898672280277,0.41950206648388266,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.22344190818158502,0.6384106412668975,-0.09349819592349402,0.8364206474497189,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.7,0.5363426519620416,0.44997928308969143,0.3184497645342176,-0.567603811355665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.025032059502436522,0.6442503670663448,-0.2996366105690363,-1.0301752698422109,-1.2358332340356961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.1,-0.020928443190561682,0.0,-0.28988304868211734,0.2526208921624483,-0.5140947264187006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,-0.047049296803211176,-1.9260492548017742,0.4412038538373305,-1.8605931498207176,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.6,0.6747371120800205,-0.18322668909697934,1.0926056169392173,0.029245354602336893,1.4730153901425163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.7980507822518594,1.2669785888611262,0.361425038080224,0.4676729884479682,-0.7470778824184671,-0.9358089989999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,4.92711787945627,0.20677424229248442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4322133880482175,0.25738989532761564,0.5724553918234,0.0,1.4614056747028892,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.1,0.294229289561426,0.0,-1.2687466537689422,-1.09596157938351,-0.09619236401042584,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-2.1,1.1688125160297511,1.6058219449328595,-0.9863285320306131,0.009053844879040675,-1.237803148277284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.4412926391382406,0.1321394832228419,0.8106566097013873,-0.7673294564059983,-1.0529461129879583,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6,-1.1030520646319568,-2.2912522722770903,1.34584999506532,0.6269099532385923,-0.630359177486021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-2.1,6.644370351372147,0.8175053037405443,1.2155638239477524,0.5680119566290955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.482884723094592,-0.12838610403787076,0.0,-2.3849145350833947,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,-0.053039240830982305,0.7298594852902709,-0.7910612598076197,0.07052982234986171,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.3,0.5279302385226982,-0.14091356611527858,1.3809910685515736,-2.14992292837213,0.5575964360858432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4,3.5495255193639395,0.534703092020454,0.0,-2.92911437665776,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.5,1.262785329571685,-0.5521299106515068,-0.45498997827642074,0.0,-0.13716233962465754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,-0.17008251223134668,-1.1154609147925392,1.4085664582851514,-0.9141298286316114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,-0.3134136958194409,0.0,0.9743036848199634,-1.7873981336468563,-0.5059310066794546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.3,0.1033085406514491,-1.0928137740185613,-0.9678674718152716,0.0,-0.07188995597873944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,3.330700179533214,0.17382969863176304,-1.3436644818445398,0.2829399121825648,-1.484901822724455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.045447550654013846,0.5674888218946083,0.8605136571786987,-0.1809507480063502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.2,-0.755475763016158,1.216391761863128,0.0,1.5597184406700255,-1.0815824194893688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.3940497563477815,-1.1935266894491867,0.8654982938833611,-1.2656929362658011,-0.39146462767538287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3,0.29525519363939473,2.236510410138632,1.394893926623757,0.8862874040171953,0.08904358200737185,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.1,0.0,0.6891784337245549,-1.6191240684993926,0.11537819071885683,-1.0020782018285401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4027699410105155,0.5639085938087687,-0.6970669670459939,9.976293502461957,-0.1022829421377082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4,-0.9545011541420877,1.902755417843981,0.8970418402195983,0.83268214197717,0.2900379487473549,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4642215952808412,-0.6613869681138971,-0.10240745436038944,-1.1592767698926079,1.1445549100360393,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.8,0.4527314696075917,-0.14026175133066807,0.0,0.0,-0.8297214687453796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3,-1.2265709156193896,0.0,0.10596350394618463,-1.8747730490806747,-1.8835025318748448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5,0.390459092074891,0.01801133959117814,1.170901498855789,0.9771189293090983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2,-0.35547576301615796,-0.06443089210816999,-0.6607081903786712,0.005517567625745616,-0.6936148017967976,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.1,-1.2437035137214671,-0.7664441729832266,-0.5594993103396874,0.6090941103704814,0.6528685557718992,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.4,-0.8109771736342652,0.6276025008354998,0.0,-0.013050483006450028,1.1723456954284561,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.2,0.0,-1.0081549770013365,0.31235327042322825,-0.6049806019472205,-0.5115687602530641,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.5,1.146858168761221,-1.534278552860599,0.0,-1.8770220087470295,-0.9178654044042633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.34132380229337783,0.9184989907427976,0.24122542351292992,0.5376550895534103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.4,-0.429443447037702,0.4164172254638897,0.2959360982734729,2.605679221520886,1.6074610740700792,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.7,-0.035804052321107976,-0.2810604372097192,1.479412796468788,0.5986947415215677,2.3991945221384423,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.6,1.5852269812772506,-0.6952294933400506,1.0885042355134091,-1.2646891728392562,-1.904343326555581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,0.005129520389843549,0.1811633635697511,-1.0834021184366103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.4,2.086791484996153,-0.5725877834794644,0.7693884938023233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,-1.5087971274685816,-0.0525273261880271,0.6816630195291876,0.0,0.02452754685051707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3,-0.08956142600666837,0.07948446923515627,0.06955057301753274,6.81973902122317,0.8402929443937799,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.8,0.0,2.0208979298842085,-0.2148713274847402,2.6957579671362923,1.5006283105157796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.009643498332905873,1.0596329849289738,-2.0785164097980915,-1.6066709318939094,1.1913016718502851,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.7,-1.208617594254937,-0.16191100715959517,0.43168228629088556,0.2585467909331345,-0.5813111290593457,-1.713156651,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.1,-0.9157219799948705,-2.2189575362212883,0.13887404687605936,1.1280223585715372,1.9732524041646216,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,-0.44008774930717,-1.8289751994197245,-2.3219332131297397,0.25744485324047156,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.2,-0.4402154398563734,-0.15397977017395642,0.0,-0.3780776517757803,-0.16785916841094,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7.3,-1.4453962554501154,0.9534256247857503,0.05625459178499141,0.09277627046296885,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6,-0.7137214670428315,0.08633144676270288,0.0,-0.005517567625745616,-0.13517674923288583,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.0,7.916835565016671,-0.5119507893005968,0.34327429470408455,1.2058437635735444,0.9843580926089398,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2,0.2807899461400359,0.6813547802717488,-0.047558724935771485,8.095800743323128,0.8199105788789491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5,0.03200820723262375,1.2673227785992613,-0.43618046698294777,-0.24869122497527246,0.9707918671973941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2,-1.2828930494998718,0.9459099391170355,-0.5956704934677057,-0.2939458227111928,0.15002446368710012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,1.835342395486022,-0.04934444824798099,-1.4467443100405384,0.37748921112307954,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2,1.3660938702231342,1.4852977311811761,0.0,-2.008044133563669,-0.1741623629472304,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.18445755321877405,-0.6627147065683727,-0.5036404881940046,1.0841676307798918,-1.5996265438802733,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.1,0.0,-0.0041583091866053915,-0.8141782887058024,0.31391534464235143,1.0737360749970042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.9546037445498846,-0.8546896199068297,-0.168497694432495,-0.44401340202323786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.1,-1.1454219030520647,0.0588178511620697,0.0,-2.493169872004429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.6,3.1430623236727366,-0.0588062161220511,0.22219331526729308,-0.4640065439358923,-1.1244627366566011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.8430879712746858,0.4956721236342234,0.13697917657488332,0.11342453801240245,-0.21788653005539135,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3,-0.2018979225442421,-0.01283832864309778,-0.45003350570409817,-0.3371172295854923,0.4390495038490391,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.2,0.9974865350089767,-0.29539229009845425,0.0,0.6136311199146952,1.192108155381318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,-0.1513208515003847,0.3039015901460356,-0.11585658184333644,-0.19995485323634737,2.0168719180834658,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.3,0.0,0.603130043133123,0.31110213897835504,0.0,0.005111069328708652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6.4,-1.1279815337265966,-0.3949476453188645,-1.0411092212619986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,-0.7600923313670171,-0.3039282785827965,-0.5771736663446795,0.0,0.0,-0.274439013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9,0.4432931520902796,-1.1224027360599342,-0.2716125873193768,0.49840827489736045,1.6185957490729288,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.4,-0.4626827391638882,1.4312975712760398,-1.1802035871007261,-0.2591454974131383,0.42814938872219194,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,1.2353407413693263,-0.5795715365370833,6.398492178733572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.30138512039738713,0.13276387388110494,-0.34061504573089724,-1.3605744030956672,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4,0.0,0.5371473794239272,-0.313193434785403,-0.7065420614464719,0.8882893836847036,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,1.7204411387535266,0.0,1.0186222729162187,-0.07134185214940839,1.4154017139149557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.5588099512695563,1.846049010766122,0.5493391343658786,1.4129119057760762,-0.8248932756078532,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.4,0.03447037701974865,-0.9034974943828563,-0.3877454821198962,0.0,0.7739651770773408,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-2.1,0.9535778404719158,0.0,0.0,0.08504490148473752,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.7,0.3720954090792511,0.0010573635748833464,-0.8657290787451216,0.1950000902906765,0.7277212299193979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.8,0.0,0.0,0.9544531895025012,0.6829208217471656,0.23782215759574943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.3,0.0,0.6672931128549762,-0.582013358267114,-0.2644823550231106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,-0.36093623162420785,0.0,0.8163149531797502,-1.268610419968372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.3,0.2639651192613491,-0.18445994020319934,0.0,0.3326634904845269,0.051315659343637014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.4,4.680747131059246,-0.5583595185245461,0.0,-0.856455224414626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,-1.1057194152346757,-0.447802439257278,-1.1062761397846563,0.031169382247266203,-1.437578870275902,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.3,0.0,-0.09758404572285778,0.19279099260221227,-0.6815517492848203,1.0268434753923499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.585637342908438,-0.6556664157902494,-2.0785164097980915,1.1938121281827867,-0.8344309155254878,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.6,0.0,-1.2297537033847579,0.8837646803930053,1.002559250730737,0.8219984545353801,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.2,-0.9164401128494486,-0.4191195762511206,0.7758331770633295,1.094744092298781,-0.21903731524499817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.7996922287766094,0.5178871580874921,2.5572348900271105,-0.6199666795265945,-0.6473848482703007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0769941010515516,1.27948780822106,-0.36272254015595506,0.5626133610771965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.663184400775594,-0.14675047318243375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.1,0.37958450884842265,0.4874633503567654,0.7414268075730195,0.0,-1.311346980883685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.8853552192869967,0.36968478958388573,-0.47438255652028133,-0.0780334844120813,0.6353519920286891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2,-0.14475506540138497,0.503269065175449,-0.2886484342994218,0.0,1.8752436385030682,-0.034053437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.8,-0.928032828930495,0.0,0.4971281002572092,-1.381733558802158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-2.0,0.4314952551936394,-0.13580334830566093,-1.1222967933054238,1.0546564370032914,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-2.1,0.384098486791485,0.0,0.9097688219124194,0.3165479717320333,-0.37401632512306876,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.020928443190561682,-0.16776084371862512,0.18485160907166442,0.2055710042594211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.1,10.556655552705822,-0.8787581072158394,-0.0782868703421537,0.9562451567063541,0.0,0.528645906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,2.5571685047448063,0.0912588591528486,-0.5721257889676661,0.0,-0.6110334477080669,-0.129259881,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.5,1.0383175173121313,1.4739518264155909,-1.9425738792187084,2.0442937420360496,-0.20703781513380076,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,-1.1874961129157715,1.674291567557653,0.0,1.0000340803905556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.030366760707873815,-0.3084853990597538,0.0,1.7305519013134363,-0.5589005330463395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,-0.4991023339317774,1.737491579985353,-1.5486979645878332,-2.197439468185537,-0.8462102038823254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3,0.23893305975891255,1.1117547803655512,0.4831491277458418,0.8454225769820316,1.529779749771229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1.702590407796871,0.298100792123896,0.36949642527322457,0.0,-0.6369225355202347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.0,-0.26724801231084894,0.7052971040615384,-0.4048962263619579,1.944568807586847,0.19486425073207456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.2,0.5333675301359323,1.1576678839428913,0.08934220435670989,0.16026384777533748,1.3048837663297708,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5,0.0,0.0,0.2722195471029222,-0.19214127185278573,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3,3.348296,-0.24603015478576262,0.9430289646623001,0.09754195917424772,-1.7869830650922391,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,-1.1088525131324276,1.248591713372311,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.23400872018466273,0.9959866823528054,-0.3799758036857036,0.0,0.9125650285797398,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.5155167991792767,0.0,0.0,-0.1977316582229261,1.3906731134969628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7,0.4163118748397025,1.044228200962196,-0.8278915320267305,1.380699912953514,-0.8512062437618978,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.3,-0.13418825339830726,0.7357968642511875,0.9983521394481871,0.3166411934507472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6,-1.0351372146704283,-0.7475499954174621,-0.28257324866419264,-0.47047801852604787,0.7456784887143121,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.5809694793536805,0.8243900816190378,-0.1728031671269969,0.45265737159391356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2,1.335214157476276,0.30262263768494824,-0.5997417120002043,1.2148029426550917,1.0678158180581094,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.9,1.288945883559887,0.12568431792281387,0.0,0.8591730950452846,0.17133576290173994,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3,2.3023339317773788,-0.2758395331899273,1.1253342844699845,0.7732625326771183,-0.4617756528896197,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2,-0.7040779687099257,0.0,-1.3967709028692374,-1.6875878698698528,0.0,-0.826785146,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.2,-0.4980764298538087,0.14350280447081232,0.6504912876352648,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.4,-0.16465760451397796,1.526621704392389,-0.2992623664316401,0.20254332868992722,0.4736768972244656,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5,-0.2963836881251603,0.7488323211382164,0.27742322306432154,0.0,-0.5277552986100315,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.9,-0.11028468838163631,0.23393626125748185,1.1428693745437282,0.2435089266873195,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.8,0.46309310079507565,-0.7180332247406797,-0.24815586384938765,0.8643513041596933,-1.2686795700041429,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,-1.1088997178763786,1.0315105249782819,0.49932632821703654,0.6212533108186773,-1.9886275747093858,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,-0.6569655446734505,-0.13229764495533472,-0.31884145477753023,1.575877048002331,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.4,0.4785842523724032,1.4207916803222418,0.5308712958251147,-0.4444055337498899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9,3.7157219799948704,-0.8967919502371329,0.026232796032511253,-1.015639773435195,-2.044108787224293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4,6.245670996665812,0.7476025425051795,-0.8713138289313244,0.0,1.4561049749476693,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.4462682739163888,-0.12375044799977446,0.12615759843527435,-0.506542355981344,0.6108451968246809,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2,-0.8521159271608104,0.46138652886858855,0.18943531054041493,0.0,0.0,1.1788139800000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1,-0.434983329058733,0.0,0.5860423034728334,-1.8683200758561742,0.8680599483835812,0.510193698,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.49499871761990255,-0.5112190084192275,1.765634426250082,-0.45869670918610245,-0.6564793684582184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3,-1.0423185432162092,0.6449800374055706,-0.3601610191484733,-0.12726313058290695,-0.12148599909910376,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.061349063862528856,-1.0406271019596112,1.0726270699556413,0.0,0.07074660285944426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.8188766350346243,0.8842432709546513,0.6902628367151509,0.328613950461495,0.8884404043662507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.6,0.0,-1.2568749997096864,0.09292112151418419,-0.4258831503215992,0.4491145291338094,-0.398620052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,-0.7049550248655468,-1.1649105174966536,-0.1075552585678022,0.7038995568689631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.5,-0.41928699666581176,-0.25906671204091875,0.0,-0.7807965632869637,1.3051479374877892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.7015132085150039,0.0,0.0,0.41567265553776683,1.0528591738308857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.5390612977686584,0.7630757747810345,0.6794097205596299,0.05228796194632017,0.5560213601839367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,-0.14762759681969737,0.0176562183270689,0.0,-0.8664608887778619,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.5,-0.24447294177994358,-1.4883807822817345,0.7566564101240124,-1.0669747148812936,0.9794449169954458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.9,-0.38850987432675044,0.06874901623594579,0.5277502863866653,-0.9388410621596913,-1.4276113944064768,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5,-0.3543472685303924,-0.5034372230716744,-1.0086434378834348,-0.09392724413736955,2.0009628285505445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2,-1.091048986919723,0.614016120293829,-0.35923932342425074,0.0,1.064528033252975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3,-1.483970248781739,-0.07837557776598468,0.8664781089616568,0.0,0.0,1.245660295,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
